"sample_name","genus_tax_id","name","category","nt_rpm","nt_count","nt_alignment_length","nr_count","p_adj"
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1350,"Enterococcus cecorum","bacteria",50.07050733,1740,86.68,195,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1350,"Enterococcus hirae","bacteria",19.02103756,661,85.6471,1,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1350,"Enterococcus villorum","bacteria",0.057552307,2,93,3,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1582879,"Ezakiella massiliensis","bacteria",60.4586988,2101,88.761,671,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1531429,"Coriobacteriaceae bacterium 68-1-3","bacteria",276.5676126,9611,120.769,38,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",2050,"Mobiluncus curtisii","bacteria",155.2473489,5395,91.6164,3672,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1506553,"[Clostridium] scindens","bacteria",241.1729436,8381,119.276,290,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1506553,"Lachnoclostridium phocaeense","bacteria",146.6145028,5095,102.322,84,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1506553,"[Clostridium] hylemonae","bacteria",46.6749212,1622,81.6333,1272,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",2529408,"Schaalia odontolytica","bacteria",0.546746919,19,77.25,7,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1505663,"[Clostridium] innocuum","bacteria",144.4562913,5020,100.26,2556,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",2719313,"Enterocloster bolteae","bacteria",98.35689314,3418,85.8263,3376,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",2719313,"Enterocloster clostridioformis","bacteria",86.78887937,3016,151.831,469,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",872,"Desulfovibrio piger","bacteria",104.88908,3645,85.4448,3375,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",2678885,"Faecalibacillus intestinalis","bacteria",172.2828318,5987,136.149,7,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",904,"Acidaminococcus intestini","bacteria",87.96870167,3057,175.82,2898,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",904,"Acidaminococcus fermentans","bacteria",84.48678708,2936,70.1089,1296,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",459786,"Oscillibacter valericigenes","bacteria",154.0963027,5355,98.7374,130,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",283168,"Odoribacter splanchnicus","bacteria",71.30730872,2478,76.9106,2711,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",2719231,"Lacrimispora saccharolytica","bacteria",105.8386931,3678,86.5683,5,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1649459,"Hungatella hathewayi","bacteria",16.34485527,568,74.1842,4234,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",12967,"Blastocystis sp. subtype 1","eukaryota",0.748179995,26,72.3333,4652,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",12967,"Blastocystis hominis","eukaryota",3.453138437,120,70.7143,2,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",12967,"Blastocystis sp. subtype 3","eukaryota",0.863284609,30,75.3333,30,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",203133,"Propionimicrobium sp. Marseille-P3275","bacteria",130.1833191,4524,130.07,15,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1392389,"Intestinimonas butyriciproducens","bacteria",18.64694756,648,73.2087,3824,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1161127,"Murdochiella vaginalis","bacteria",70.61668103,2454,96.7716,1940,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1375,"Aerococcus christensenii","bacteria",126.0683291,4381,240.221,44,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1375,"Aerococcus urinae","bacteria",49.89785041,1734,73.5811,1614,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",577309,"Paraprevotella xylaniphila","bacteria",123.5360276,4293,153.832,36,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1918454,"Flintibacter sp. KGMB00164","bacteria",122.7590714,4266,85.803,10,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",157,"Treponema phagedenis","bacteria",110.6443107,3845,95.1706,475,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",157,"Treponema pedis","bacteria",37.12123819,1290,206.522,382,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",157,"Treponema sp. RCC2812","bacteria",15.97076527,555,77.069,36,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",2772090,"crAssphage cr124_1","viruses",35.59610205,1237,93.4762,2428,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",2772074,"crAssphage cr85_1","viruses",0.230209229,8,125,241,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",28263,"Arcanobacterium sp. 2701","bacteria",21.26557754,739,80.4348,711,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",620,"Shigella dysenteriae","bacteria",2.935167671,102,75.7917,1085,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",620,"Shigella boydii","bacteria",3.338033822,116,96.5,108,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",906,"Megasphaera hexanoica","bacteria",60.31481803,2096,97.6857,361,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1069494,"Trueperella pyogenes","bacteria",59.91195188,2082,74.2333,943,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",84111,"Eggerthella lenta","bacteria",50.38704502,1751,97.3733,714,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1847725,"Lawsonella clevelandensis","bacteria",98.61587852,3427,92.0244,2851,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",195950,"Tannerella forsythia","bacteria",70.18503873,2439,102.333,1380,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",2316,"Methanosphaera stadtmanae","archaea",64.17082261,2230,82.3077,360,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",194,"Campylobacter coli","bacteria",10.18675839,354,74.4444,288,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",2082587,"Parolsenella catena","bacteria",58.12783035,2020,99.3305,506,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",2082587,"Parolsenella massiliensis","bacteria",37.5528805,1305,102.84,3,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",970,"Selenomonas ruminantium","bacteria",9.898996852,344,70.8824,89,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",423604,"Elusimicrobium minutum","bacteria",59.10621957,2054,120.879,5,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",990721,"Christensenella minuta","bacteria",23.85543137,829,86.5625,607,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",86331,"Mogibacterium pumilum","bacteria",55.99839498,1946,127.864,37,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",86331,"Mogibacterium diversum","bacteria",19.65411294,683,109.648,1,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1930845,"Ndongobacter massiliensis","bacteria",52.37259962,1820,92.6852,96,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",5721,"Trichomonas vaginalis","eukaryota",45.40877044,1578,119.057,2,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1578,"Lactobacillus iners","bacteria",77.69561482,2700,108.076,811,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1578,"Lactobacillus jensenii","bacteria",0.028776154,1,87,120,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1578,"Lactobacillus johnsonii","bacteria",0.086328461,3,85.5,2,1.41228906583519e-09
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",2767327,"Fannyhessea vaginae","bacteria",9.553683008,332,84.9474,1436,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",2093,"Mycoplasma anserisalpingitidis","bacteria",31.53866439,1096,110.857,563,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1738645,"Caproiciproducens galactitolivorans","bacteria",30.61782747,1064,87.0345,263,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1508657,"Ruminiclostridium sp. MA18","bacteria",36.48816281,1268,98.2857,1,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",133925,"Olsenella sp. GAM18","bacteria",35.65365436,1239,76.1966,30,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1573534,"Faecalitalea cylindroides","bacteria",54.50203499,1894,81.9618,250,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",2803850,"Mammaliicoccus lentus","bacteria",7.769561482,270,78.5,6,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1716,"Corynebacterium tuberculostearicum","bacteria",263.6758958,9163,96.2977,6489,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1716,"Corynebacterium kefirresidentii","bacteria",30.50272286,1060,81.5349,1448,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1716,"Corynebacterium simulans","bacteria",52.68913731,1831,99.5728,1450,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1716,"Corynebacterium amycolatum","bacteria",17.0067068,591,125.953,1470,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1716,"Corynebacterium jeikeium","bacteria",24.34462598,846,70.9195,815,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1716,"Corynebacterium atypicum","bacteria",23.56766983,819,71.2475,90,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1716,"Corynebacterium striatum","bacteria",9.179593011,319,71.5789,146,5.10026811759227e-265
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1716,"Corynebacterium sp. ATCC 6931","bacteria",23.02092291,800,120.206,1,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1716,"Corynebacterium ulcerans","bacteria",9.755116084,339,98.8889,36,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1716,"Corynebacterium frankenforstense","bacteria",0.028776154,1,127,3,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",508459,"Cloacibacillus porcorum","bacteria",26.44528519,919,102.108,115,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",32067,"Leptotrichia hofstadii","bacteria",0.028776154,1,92,1034,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",32067,"Leptotrichia sp. oral taxon 212","bacteria",9.438578394,328,106.091,10,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",400634,"Lysinibacillus fusiformis","bacteria",2.071883062,72,97.8333,38,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",239934,"Akkermansia muciniphila","bacteria",16.48873604,573,88.5676,328,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",2060094,"Aminipila butyrica","bacteria",16.69016911,580,81.8571,259,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",2717089,"Massilistercora timonensis","bacteria",31.82642592,1106,70.4568,10,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",114627,"Alkaliphilus metalliredigens","bacteria",2.186987677,76,108,50,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1535962,"Methanomassiliicoccaceae archaeon DOK","archaea",16.40240757,570,102.679,129,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",2758033,"Carnobacteriaceae bacterium zg84","bacteria",19.19369448,667,98.65,12,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",2518495,"Duncaniella dubosii","bacteria",46.96268274,1632,75.2787,8,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1663717,"Herbinix luporum","bacteria",0.028776154,1,146,567,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",236752,"Fastidiosipila sanguinis","bacteria",14.6470622,509,71.9167,25,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",724,"Haemophilus parainfluenzae","bacteria",15.53912296,540,112.762,522,2.19617008969703e-252
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",724,"Haemophilus influenzae","bacteria",14.84849528,516,73.0192,407,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",724,"Haemophilus haemolyticus","bacteria",8.258756094,287,72.4384,303,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",482,"Neisseria elongata","bacteria",13.4096876,466,101.611,462,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",482,"Neisseria gonorrhoeae","bacteria",0.31653769,11,83,14,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1501226,"Romboutsia ilealis","bacteria",13.09314991,455,82.0976,19,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",72763,"Tessaracoccus timonensis","bacteria",10.87738608,378,109.182,366,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",2747,"Carnobacterium maltaromaticum","bacteria",14.2154199,494,121.5,4,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1357,"Lactococcus garvieae","bacteria",16.02831758,557,79.9375,4,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",2053,"Gordonia rubripertincta","bacteria",0.172656922,6,70,6,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1470540,"Jeotgalibaca ciconiae","bacteria",0.230209229,8,89.5,5,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",544,"Citrobacter freundii","bacteria",0.086328461,3,103,215,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1849822,"Paraclostridium bifermentans","bacteria",5.496245345,191,92.7619,19,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",44259,"Filifactor alocis","bacteria",2.618629981,91,84.2143,56,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",75984,"Mannheimia haemolytica","bacteria",1.208598453,42,71.4,32,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",286,"Pseudomonas aeruginosa","bacteria",488.5327603,16977,91.1535,13274,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",36739,"Dermabacter jinjuensis","bacteria",8.891831474,309,71.2632,60,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1243,"Leuconostoc mesenteroides","bacteria",0.460418458,16,72,72,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",59732,"Chryseobacterium indoltheticum","bacteria",4.287646892,149,92,1,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",59732,"Chryseobacterium nakagawai","bacteria",0.028776154,1,78,1,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",107,"Spirosoma sp. PL0136","bacteria",0.230209229,8,78,46,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",2304691,"Thermoclostridium stercorarium","bacteria",1.093493838,38,74,3,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1279,"Staphylococcus aureus","bacteria",102.8459731,3574,83.3353,573,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1279,"Staphylococcus pseudintermedius","bacteria",0.748179995,26,98.5385,481,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1279,"Staphylococcus felis","bacteria",9.208369164,320,105.909,2,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1279,"Staphylococcus succinus","bacteria",0.345313844,12,85.5,1,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",517,"Bordetella pertussis","bacteria",5.668902267,197,73,16,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",32257,"Kingella denitrificans","bacteria",0.086328461,3,76.6667,1,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",570,"Klebsiella pneumoniae","bacteria",0.287761536,10,70.3,6020,2.80596220115911e-06
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",570,"Klebsiella aerogenes","bacteria",2.474749213,86,71.4,9,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",76831,"Myroides odoratimimus","bacteria",0.028776154,1,146,7,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",453229,"Desulfarculus baarsii","bacteria",0.086328461,3,71,2,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",2767842,"Lactiplantibacillus plantarum","bacteria",2.561077674,89,105,2,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",1729679,"Faecalibaculum rodentium","bacteria",0.057552307,2,144,1,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",613,"Serratia marcescens","bacteria",0.086328461,3,104.333,1,4.87529202597647e-06
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",561,"Escherichia fergusonii","bacteria",5.985439957,208,79.1613,54,0
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",561,"Escherichia coli","bacteria",4610.803098,160230,93.2256,114741,9.77993245459943e-48
"DoxyPep_R165_Plate1_Rectal_DNA_Seq091_S31",80865,"Delftia tsuruhatensis","bacteria",0.63307538,22,82,0,6.31030173889318e-34
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",838,"Prevotella copri","bacteria",74413.99691,1794085,3353.83,1727840,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",838,"Prevotella hominis","bacteria",1.036935219,25,133.143,215955,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",838,"Prevotella melaninogenica","bacteria",2600.840917,62705,376.782,38965,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",838,"Prevotella sp. Marseille-P4119","bacteria",0.082954818,2,103.5,33840,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",838,"Prevotella intermedia","bacteria",855.7618977,20632,1421.3,3741,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",838,"Prevotella stercorea","bacteria",4.438082738,107,172.341,20207,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",838,"Prevotella disiens","bacteria",2.239780073,54,126.45,17597,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",838,"Prevotella timonensis","bacteria",0.33181927,8,146,12093,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",838,"Prevotella sp. TF12-30","bacteria",0.746593358,18,125.667,11203,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",838,"Prevotella denticola","bacteria",250.6479812,6043,154.3,4780,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",838,"Prevotella dentalis","bacteria",333.022115,8029,332.051,566,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",838,"Prevotella ruminicola","bacteria",214.6870678,5176,122.289,1765,3.44796129098372e-234
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",838,"Prevotella scopos","bacteria",236.5871396,5704,336.041,975,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",838,"Prevotella jejuni","bacteria",247.78604,5974,301.48,481,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",838,"Prevotella bivia","bacteria",0.082954818,2,124,5902,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",838,"Prevotella enoeca","bacteria",235.0524755,5667,189.833,154,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",838,"Prevotella oris","bacteria",138.907842,3349,131.338,1888,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",838,"Prevotella bryantii","bacteria",0.373296679,9,84.6667,4638,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",838,"uncultured Prevotella sp.","bacteria",40.39899614,974,228.426,3373,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",838,"Prevotella fusca","bacteria",158.4437015,3820,147.891,445,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",838,"Prevotella sp. oral taxon 299","bacteria",90.75257038,2188,329.687,151,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",838,"Prevotella histicola","bacteria",0.165909635,4,106,1348,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",838,"Prevotella buccae","bacteria",0.622161131,15,119.714,1266,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",838,"Prevotella albensis","bacteria",5.143198687,124,497.186,875,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",838,"Prevotella veroralis","bacteria",0.082954818,2,101,753,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",838,"Prevotella maculosa","bacteria",0.041477409,1,123,746,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",838,"Prevotella baroniae","bacteria",0.497728905,12,187.167,708,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",838,"Prevotella pleuritidis","bacteria",0.041477409,1,146,396,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",838,"Prevotella multiformis","bacteria",0.124432226,3,146,296,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",838,"Prevotella loescheii","bacteria",0.66363854,16,111,264,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",838,"Prevotella dentasini","bacteria",0.124432226,3,146,182,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",838,"Prevotella conceptionensis","bacteria",0.207387044,5,126,102,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",838,"Prevotella brunnea","bacteria",0.290341861,7,127.5,44,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",1898207,"Clostridiales bacterium","bacteria",45.04446592,1086,156.173,17393,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",77133,"uncultured bacterium","bacteria",7235.941346,174455,646.368,12604,2.06798959423899e-12
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",155900,"uncultured organism","",1464.111052,35299,482.693,472,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",245014,"butyrate-producing bacterium SS3/4","bacteria",352.1432004,8490,156.117,447,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",198431,"uncultured prokaryote","",302.5362195,7294,285.752,272,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",190966,"uncultured pig faeces bacterium","bacteria",4.645469782,112,149.628,101,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",38018,"Bacteriophage sp.","viruses",8.585823615,207,128.443,75,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",245012,"butyrate-producing bacterium SM4/1","bacteria",33.5967011,810,161.058,24,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",1899017,"Candidatus Melainabacteria bacterium MEL.A1","bacteria",24.96940008,602,123.164,31,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",1489290,"uncultured bacterium Lq_025_E06","bacteria",0.124432226,3,113.333,28,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",2094242,"Victivallales bacterium CCUG 44730","bacteria",2.737508979,66,75.5909,26,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",2682970,"uncultured Candidatus Melainabacteria bacterium","bacteria",5.682405001,137,108.133,21,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",1348855,"uncultured bacterium EB2","bacteria",4.562514964,110,276.333,17,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",1701362,"uncultured bacterium 32o03","bacteria",0.912502993,22,131,16,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",2026780,"Planctomycetes bacterium","bacteria",1.783528577,43,174.941,13,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",1489288,"uncultured bacterium Lq_007_G03","bacteria",1.368754489,33,126.143,12,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",2717699,"bacterium BFN5","bacteria",5.972746862,144,181.667,4,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",713059,"Candidatus Saccharibacteria bacterium oral taxon 488","bacteria",9.08355252,219,166.775,2,4.23051167330725e-134
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",1132475,"uncultured bacterium scaffold00056","bacteria",0.580683723,14,122.5,6,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",2052143,"Anaerolineae bacterium","bacteria",0.041477409,1,92,6,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",1945892,"Cytophagales bacterium TFI 002","bacteria",5.765359818,139,140.698,2,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",1400053,"Bacteroidales bacterium CF","bacteria",1.534664124,37,71.2667,4,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",1393476,"uncultured bacterium Contig1625","bacteria",0.041477409,1,113,4,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",1348854,"uncultured bacterium EB1","bacteria",2.737508979,66,157.65,2,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",314101,"uncultured murine large bowel bacterium BAC 54B","bacteria",0.124432226,3,75,1,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",344338,"uncultured Firmicutes bacterium","bacteria",1.783528577,43,127.4,1,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",216851,"Faecalibacterium prausnitzii","bacteria",3796.385747,91529,438.418,80769,7.6096025848066e-143
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",39491,"[Eubacterium] rectale","bacteria",1866.649304,45004,346.766,68084,1.6070820437313e-159
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",1898203,"Lachnospiraceae bacterium","bacteria",1349.177152,32528,272.603,3852,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",2763672,"Lachnospiraceae bacterium sunii NSJ-8","bacteria",133.5987336,3221,557.117,109,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",2763670,"Lachnospiraceae bacterium NSJ-4","bacteria",92.86791823,2239,267.218,68,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",2093742,"Lachnospiraceae bacterium KM106-2","bacteria",38.24217088,922,191.326,114,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",2763667,"Lachnospiraceae bacterium NSJ-29","bacteria",35.04841041,845,130.552,86,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",2763669,"Lachnospiraceae bacterium NSJ-38","bacteria",13.89493194,335,100.109,109,0
"DoxyPep_R176_Plate1_Rectal_DNA_Seq091_S69",2785025,"Lachnospiraceae bacterium TB5","bacteria",12.36026781,298,109.911,47,0
