"sample_name","tax_id","tax_level","genus_tax_id","name","common_name","category","is_phage","agg_score","max_z_score","nt_z_score","nt_rpm","nt_count","nt_contigs","nt_contig_r","nt_percent_identity","nt_alignment_length","nt_e_value","nt_bg_mean","nt_bg_stdev","nt_bg_mean_mass_normalized","nt_bg_stdev_mass_normalized","nr_z_score","nr_rpm","nr_count","nr_contigs","nr_contig_r","nr_percent_identity","nr_alignment_length","nr_e_value","nr_bg_mean","nr_bg_stdev","nr_bg_mean_mass_normalized","nr_bg_stdev_mass_normalized","species_tax_ids","known_pathogen","expected_bg_count","p_val","p_adj"
"DOXYPEP_R088_RECTAL_RNA_SEQ093_S27",2304693,2,2304693,"Pseudoclostridium","","bacteria","false",613528.42806854,100,100,63.4606006377302,1114,1,1064,88.1873,461.263,"10^-150.973",NA,NA,NA,NA,100,0.341798567169103,6,1,6,64.444,45,"10^1.23e-13",NA,NA,NA,NA,"[2304699, 84032]",0,0,0,0
"DOXYPEP_R088_RECTAL_RNA_SEQ093_S27",55080,2,55080,"Brevibacillus","","bacteria","false",602704.806774852,100,100,6.83597134338206,120,1,42,91.5262,79.6522,"10^-30.1038",NA,NA,NA,NA,100,126.636369136153,2223,3,1846,56.3258,48.6546,"10^6.24188e-06",NA,NA,NA,NA,"[1144308, 45462, 54914, 51101, 1465, 1393, 2738978, 2508871, 2738807, 2496837]",1,0,0,0
"DOXYPEP_R088_RECTAL_RNA_SEQ093_S27",1357,2,1357,"Lactococcus","lactic streptococci","bacteria","false",552004.685978102,100,100,10.8805877215498,191,NA,NA,96.9693,76,"10^-34.5374",NA,NA,NA,NA,100,55.8270993042868,980,NA,NA,94.9672,41.1944,"10^4.26851e-07",NA,NA,NA,NA,"[1363, 1358, 1366, 1364]",0,0,0,0
"DOXYPEP_R088_RECTAL_RNA_SEQ093_S27",2082587,2,2082587,"Parolsenella","","bacteria","false",533775.429062416,100,100,101.969905872116,1790,2,617,92.8846,208.857,"10^-113.05",NA,NA,NA,NA,100,0.227865711446069,4,NA,NA,88.65,37.5,"10^4.0454e-12",NA,NA,NA,NA,"[1871022, 2003188]",0,0,0,0
"DOXYPEP_R088_RECTAL_RNA_SEQ093_S27",106589,2,106589,"Cupriavidus","","bacteria","false",528648.45055488,100,100,2.96225424879889,52,NA,NA,88.1385,86.125,"10^-31.5154",NA,NA,NA,NA,100,52.9218114833495,929,2,563,55.2586,58.3193,"10^3.62234e-05",NA,NA,NA,NA,"[164546, 82633, 82541, 1389192, 106590, 96344]",0,0.95116118834936,5.05359742742202e-06,5.24970717833691e-06
"DOXYPEP_R088_RECTAL_RNA_SEQ093_S27",34084,2,34084,"Riemerella","","bacteria","false",525230.464883189,100,100,2.22169068659917,39,NA,NA,90.0194,99.2,"10^-42.8291",NA,NA,NA,NA,100,52.9218114833495,929,1,46,76.6556,33.3557,"10^5.14285e-05",NA,NA,NA,NA,"[34085, 103810]",0,0,0,0
"DOXYPEP_R088_RECTAL_RNA_SEQ093_S27",2742598,2,2742598,"Limosilactobacillus","","bacteria","false",518964.157818422,100,100,45.3452765777677,796,1,58,96.5751,112.593,"10^-58.4825",NA,NA,NA,NA,100,71.037135543312,1247,NA,NA,77.2542,38.5224,"10^3.77013e-05",NA,NA,NA,NA,"[1598, 1613, 97478, 47493, 1632, 1633]",0,0.702479271979275,4.34588167475433e-78,4.75587051199531e-78
"DOXYPEP_R088_RECTAL_RNA_SEQ093_S27",2767893,2,2767893,"Lentilactobacillus","","bacteria","false",509849.529360579,100,100,2.3356235423222,41,NA,NA,91.8284,102.364,"10^-45.3493",NA,NA,NA,NA,100,49.2189936723509,864,NA,NA,80.1679,40.3723,"10^5.95899e-08",NA,NA,NA,NA,"[152331, 1588, 1581]",0,0,0,0
"DOXYPEP_R088_RECTAL_RNA_SEQ093_S27",2093,2,2093,"Mycoplasma","","bacteria","false",499595.572345506,100,100,80.0947975732932,1406,3,467,91.365,145.712,"10^-46.0348",NA,NA,NA,NA,100,48.1935979708435,846,2,130,65.2883,47.8158,"10^0.00132095",NA,NA,NA,NA,"[2123, 2095, 1749074, 2099, 1318617, 353852, 2105, 2098, 28227, 1262907, 2119, 1262904, 29559, 386460, 29501, 51365, 2097]",3,2.84375051626927,2.04517217093858e-38,2.18990743226654e-38
"DOXYPEP_R088_RECTAL_RNA_SEQ093_S27",75984,2,75984,"Mannheimia","","bacteria","false",493898.929559354,100,100,13.4440769753181,236,NA,NA,97.6003,116.3,"10^-64.2023",NA,NA,NA,NA,100,41.0727944881539,721,NA,NA,93.9177,35.0077,"10^3.47705e-06",NA,NA,NA,NA,"[75985, 85404, 2679994, 85402, 111844, 1432056]",0,0,0,0
